"","ProjectMonth","Value","Factor"
"726",2003-10-01,135,"Files"
"727",2003-11-01,137,"Files"
"728",2003-12-01,137,"Files"
"729",2004-01-01,122,"Files"
"730",2004-02-01,122,"Files"
"731",2004-03-01,124,"Files"
"732",2004-04-01,124,"Files"
"733",2004-05-01,124,"Files"
"734",2004-06-01,124,"Files"
"735",2004-07-01,123,"Files"
"736",2004-08-01,135,"Files"
"737",2004-09-01,136,"Files"
"738",2004-10-01,137,"Files"
"739",2004-11-01,137,"Files"
"740",2004-12-01,140,"Files"
"741",2005-01-01,141,"Files"
"742",2005-02-01,149,"Files"
"743",2005-03-01,153,"Files"
"744",2005-04-01,153,"Files"
"745",2005-05-01,160,"Files"
"746",2005-06-01,160,"Files"
"747",2005-07-01,161,"Files"
"748",2005-08-01,161,"Files"
"749",2005-09-01,164,"Files"
"750",2005-10-01,168,"Files"
"751",2005-11-01,181,"Files"
"752",2005-12-01,177,"Files"
"753",2006-01-01,172,"Files"
"754",2006-02-01,180,"Files"
"755",2006-03-01,182,"Files"
"756",2006-04-01,184,"Files"
"757",2006-05-01,184,"Files"
"758",2006-06-01,233,"Files"
"759",2006-07-01,233,"Files"
"760",2006-08-01,234,"Files"
"761",2006-09-01,233,"Files"
"762",2006-10-01,236,"Files"
"763",2006-11-01,245,"Files"
"764",2006-12-01,241,"Files"
"765",2007-01-01,262,"Files"
"766",2007-02-01,262,"Files"
"767",2007-03-01,264,"Files"
"768",2007-04-01,268,"Files"
"769",2007-05-01,292,"Files"
"770",2007-06-01,292,"Files"
"771",2007-07-01,308,"Files"
"772",2007-08-01,308,"Files"
"773",2007-09-01,449,"Files"
"774",2007-10-01,450,"Files"
"775",2007-11-01,449,"Files"
"776",2007-12-01,461,"Files"
"777",2008-01-01,463,"Files"
"778",2008-02-01,461,"Files"
"779",2008-03-01,465,"Files"
"780",2008-04-01,466,"Files"
"781",2008-05-01,467,"Files"
"782",2008-06-01,467,"Files"
"783",2008-07-01,468,"Files"
"784",2008-08-01,471,"Files"
"785",2008-09-01,472,"Files"
"786",2008-10-01,491,"Files"
"787",2008-11-01,492,"Files"
"788",2008-12-01,493,"Files"
"789",2009-01-01,533,"Files"
"790",2009-02-01,537,"Files"
"791",2009-03-01,540,"Files"
"792",2009-04-01,540,"Files"
"793",2009-05-01,541,"Files"
"794",2009-06-01,541,"Files"
"795",2009-07-01,550,"Files"
"796",2009-08-01,551,"Files"
"797",2009-09-01,561,"Files"
"798",2009-10-01,700,"Files"
"799",2009-11-01,701,"Files"
"800",2009-12-01,702,"Files"
"801",2010-01-01,702,"Files"
"802",2010-02-01,452,"Files"
"803",2010-03-01,457,"Files"
"804",2010-04-01,457,"Files"
"805",2010-05-01,472,"Files"
"806",2010-06-01,481,"Files"
"807",2010-07-01,505,"Files"
"808",2010-08-01,584,"Files"
"809",2010-09-01,606,"Files"
"810",2010-10-01,564,"Files"
"811",2010-11-01,573,"Files"
"812",2010-12-01,576,"Files"
"813",2011-01-01,576,"Files"
"814",2011-02-01,576,"Files"
"815",2011-03-01,660,"Files"
"816",2011-04-01,664,"Files"
"817",2011-05-01,594,"Files"
"818",2011-06-01,594,"Files"
"819",2011-07-01,628,"Files"
"820",2011-08-01,639,"Files"
"821",2011-09-01,711,"Files"
"822",2011-10-01,521,"Files"
"823",2011-11-01,526,"Files"
"824",2011-12-01,529,"Files"
"825",2012-01-01,529,"Files"
"826",2012-02-01,530,"Files"
"827",2012-03-01,531,"Files"
"828",2012-04-01,517,"Files"
"829",2012-05-01,451,"Files"
"830",2012-06-01,610,"Files"
"831",2012-07-01,651,"Files"
"832",2012-08-01,694,"Files"
"833",2012-09-01,728,"Files"
"834",2012-10-01,748,"Files"
"835",2012-11-01,766,"Files"
"836",2012-12-01,794,"Files"
"837",2013-01-01,798,"Files"
"838",2013-02-01,812,"Files"
"839",2013-03-01,815,"Files"
"840",2013-04-01,818,"Files"
"841",2013-05-01,819,"Files"
"842",2013-06-01,819,"Files"
"843",2013-07-01,848,"Files"
"844",2013-08-01,898,"Files"
"845",2013-09-01,968,"Files"
"846",2013-10-01,1073,"Files"
"847",2013-11-01,1086,"Files"
"848",2013-12-01,1086,"Files"
"849",2014-01-01,1091,"Files"
"850",2014-02-01,1097,"Files"
"851",2014-03-01,1088,"Files"
"852",2014-04-01,1087,"Files"
"853",2014-05-01,1092,"Files"
"854",2014-06-01,1384,"Files"
"855",2014-07-01,1591,"Files"
"856",2014-08-01,1804,"Files"
"857",2014-09-01,1836,"Files"
"858",2014-10-01,1869,"Files"
"859",2014-11-01,1934,"Files"
"860",2014-12-01,1994,"Files"
"861",2015-01-01,2061,"Files"
"862",2015-02-01,2213,"Files"
"863",2015-03-01,2227,"Files"
"864",2015-04-01,2245,"Files"
"865",2015-05-01,2264,"Files"
"866",2015-06-01,2305,"Files"
"867",2015-07-01,2335,"Files"
"868",2015-08-01,2341,"Files"
"869",2015-09-01,2448,"Files"
"870",2015-10-01,2509,"Files"
"871",2015-11-01,2475,"Files"
"872",2015-12-01,2424,"Files"
"873",2001-06-01,6,"Devs"
"874",2001-07-01,6,"Devs"
"875",2001-08-01,6,"Devs"
"876",2001-09-01,7,"Devs"
"877",2001-10-01,7,"Devs"
"878",2001-11-01,7,"Devs"
"879",2001-12-01,4,"Devs"
"880",2002-01-01,3,"Devs"
"881",2002-02-01,4,"Devs"
"882",2002-03-01,3,"Devs"
"883",2002-04-01,4,"Devs"
"884",2002-05-01,5,"Devs"
"885",2002-06-01,4,"Devs"
"886",2002-07-01,6,"Devs"
"887",2002-08-01,7,"Devs"
"888",2002-09-01,7,"Devs"
"889",2002-10-01,6,"Devs"
"890",2002-11-01,5,"Devs"
"891",2002-12-01,4,"Devs"
"892",2003-01-01,4,"Devs"
"893",2003-02-01,4,"Devs"
"894",2003-03-01,6,"Devs"
"895",2003-04-01,6,"Devs"
"896",2003-05-01,4,"Devs"
"897",2003-06-01,4,"Devs"
"898",2003-07-01,5,"Devs"
"899",2003-08-01,4,"Devs"
"900",2003-09-01,4,"Devs"
"901",2003-10-01,3,"Devs"
"902",2003-11-01,3,"Devs"
"903",2003-12-01,4,"Devs"
"904",2004-01-01,4,"Devs"
"905",2004-02-01,5,"Devs"
"906",2004-03-01,3,"Devs"
"907",2004-04-01,5,"Devs"
"908",2004-05-01,6,"Devs"
"909",2004-06-01,4,"Devs"
"910",2004-07-01,4,"Devs"
"911",2004-08-01,3,"Devs"
"912",2004-09-01,3,"Devs"
"913",2004-10-01,4,"Devs"
"914",2004-11-01,5,"Devs"
"915",2004-12-01,3,"Devs"
"916",2005-01-01,2,"Devs"
"917",2005-02-01,5,"Devs"
"918",2005-03-01,3,"Devs"
"919",2005-04-01,4,"Devs"
"920",2005-05-01,3,"Devs"
"921",2005-06-01,2,"Devs"
"922",2005-07-01,6,"Devs"
"923",2005-08-01,3,"Devs"
"924",2005-09-01,2,"Devs"
"925",2005-10-01,3,"Devs"
"926",2005-11-01,5,"Devs"
"927",2005-12-01,4,"Devs"
"928",2006-01-01,3,"Devs"
"929",2006-02-01,3,"Devs"
"930",2006-03-01,4,"Devs"
"931",2006-04-01,4,"Devs"
"932",2006-05-01,3,"Devs"
"933",2006-06-01,3,"Devs"
"934",2006-07-01,3,"Devs"
"935",2006-08-01,3,"Devs"
"936",2006-09-01,3,"Devs"
"937",2006-10-01,3,"Devs"
"938",2006-11-01,2,"Devs"
"939",2006-12-01,2,"Devs"
"940",2007-01-01,3,"Devs"
"941",2007-02-01,2,"Devs"
"942",2007-03-01,2,"Devs"
"943",2007-04-01,3,"Devs"
"944",2007-05-01,3,"Devs"
"945",2007-06-01,2,"Devs"
"946",2007-07-01,1,"Devs"
"947",2007-08-01,2,"Devs"
"948",2007-09-01,2,"Devs"
"949",2007-10-01,2,"Devs"
"950",2007-11-01,3,"Devs"
"951",2007-12-01,3,"Devs"
"952",2008-01-01,3,"Devs"
"953",2008-02-01,3,"Devs"
"954",2008-03-01,3,"Devs"
"955",2008-04-01,1,"Devs"
"956",2008-05-01,3,"Devs"
"957",2008-06-01,3,"Devs"
"958",2008-07-01,3,"Devs"
"959",2008-08-01,3,"Devs"
"960",2008-09-01,3,"Devs"
"961",2008-10-01,3,"Devs"
"962",2008-11-01,4,"Devs"
"963",2008-12-01,4,"Devs"
"964",2009-01-01,4,"Devs"
"965",2009-02-01,3,"Devs"
"966",2009-03-01,4,"Devs"
"967",2009-04-01,3,"Devs"
"968",2009-05-01,3,"Devs"
"969",2009-06-01,3,"Devs"
"970",2009-07-01,3,"Devs"
"971",2009-08-01,2,"Devs"
"972",2009-09-01,5,"Devs"
"973",2009-10-01,5,"Devs"
"974",2009-11-01,4,"Devs"
"975",2009-12-01,4,"Devs"
"976",2010-01-01,3,"Devs"
"977",2010-02-01,3,"Devs"
"978",2010-03-01,3,"Devs"
"979",2010-04-01,31,"Devs"
"980",2010-05-01,30,"Devs"
"981",2010-06-01,27,"Devs"
"982",2010-07-01,25,"Devs"
"983",2010-08-01,23,"Devs"
"984",2010-09-01,25,"Devs"
"985",2010-10-01,24,"Devs"
"986",2010-11-01,16,"Devs"
"987",2010-12-01,23,"Devs"
"988",2011-01-01,21,"Devs"
"989",2011-02-01,19,"Devs"
"990",2011-03-01,31,"Devs"
"991",2011-04-01,34,"Devs"
"992",2011-05-01,33,"Devs"
"993",2011-06-01,48,"Devs"
"994",2011-07-01,39,"Devs"
"995",2011-08-01,46,"Devs"
"996",2011-09-01,36,"Devs"
"997",2011-10-01,38,"Devs"
"998",2011-11-01,29,"Devs"
"999",2011-12-01,41,"Devs"
"1000",2012-01-01,36,"Devs"
"1001",2012-02-01,41,"Devs"
"1002",2012-03-01,37,"Devs"
"1003",2012-04-01,54,"Devs"
"1004",2012-05-01,67,"Devs"
"1005",2012-06-01,43,"Devs"
"1006",2012-07-01,32,"Devs"
"1007",2012-08-01,45,"Devs"
"1008",2012-09-01,45,"Devs"
"1009",2012-10-01,32,"Devs"
"1010",2012-11-01,35,"Devs"
"1011",2012-12-01,31,"Devs"
"1012",2013-01-01,36,"Devs"
"1013",2013-02-01,44,"Devs"
"1014",2013-03-01,48,"Devs"
"1015",2013-04-01,53,"Devs"
"1016",2013-05-01,52,"Devs"
"1017",2013-06-01,63,"Devs"
"1018",2013-07-01,47,"Devs"
"1019",2013-08-01,48,"Devs"
"1020",2013-09-01,44,"Devs"
"1021",2013-10-01,44,"Devs"
"1022",2013-11-01,42,"Devs"
"1023",2013-12-01,49,"Devs"
"1024",2014-01-01,37,"Devs"
"1025",2014-02-01,68,"Devs"
"1026",2014-03-01,67,"Devs"
"1027",2014-04-01,60,"Devs"
"1028",2014-05-01,47,"Devs"
"1029",2014-06-01,40,"Devs"
"1030",2014-07-01,39,"Devs"
"1031",2014-08-01,44,"Devs"
"1032",2014-09-01,37,"Devs"
"1033",2014-10-01,24,"Devs"
"1034",2014-11-01,47,"Devs"
"1035",2014-12-01,38,"Devs"
"1036",2015-01-01,42,"Devs"
"1037",2015-02-01,51,"Devs"
"1038",2015-03-01,58,"Devs"
"1039",2015-04-01,59,"Devs"
"1040",2015-05-01,46,"Devs"
"1041",2015-06-01,45,"Devs"
"1042",2015-07-01,39,"Devs"
"1043",2015-08-01,40,"Devs"
"1044",2015-09-01,43,"Devs"
"1045",2015-10-01,45,"Devs"
"1046",2015-11-01,39,"Devs"
"1047",2015-12-01,29,"Devs"
"1048",2001-07-01,0,"VDensity"
"1049",2001-08-01,0,"VDensity"
"1050",2001-09-01,0,"VDensity"
"1051",2001-10-01,0,"VDensity"
"1052",2001-11-01,0,"VDensity"
"1053",2001-12-01,0,"VDensity"
"1054",2002-01-01,0,"VDensity"
"1055",2002-02-01,0,"VDensity"
"1056",2002-03-01,0,"VDensity"
"1057",2002-04-01,0,"VDensity"
"1058",2002-05-01,0,"VDensity"
"1059",2002-06-01,0,"VDensity"
"1060",2002-07-01,0,"VDensity"
"1061",2002-08-01,0,"VDensity"
"1062",2002-09-01,0,"VDensity"
"1063",2002-10-01,0,"VDensity"
"1064",2002-11-01,0,"VDensity"
"1065",2002-12-01,0,"VDensity"
"1066",2003-01-01,0,"VDensity"
"1067",2003-02-01,0,"VDensity"
"1068",2003-03-01,0,"VDensity"
"1069",2003-04-01,0,"VDensity"
"1070",2003-05-01,0,"VDensity"
"1071",2003-06-01,0,"VDensity"
"1072",2003-07-01,0,"VDensity"
"1073",2003-08-01,0,"VDensity"
"1074",2003-09-01,0,"VDensity"
"1075",2003-10-01,0,"VDensity"
"1076",2003-11-01,0,"VDensity"
"1077",2003-12-01,0,"VDensity"
"1078",2004-01-01,0,"VDensity"
"1079",2004-02-01,0,"VDensity"
"1080",2004-03-01,0,"VDensity"
"1081",2004-04-01,0,"VDensity"
"1082",2004-05-01,0,"VDensity"
"1083",2004-06-01,0,"VDensity"
"1084",2004-07-01,0,"VDensity"
"1085",2004-08-01,0,"VDensity"
"1086",2004-09-01,0,"VDensity"
"1087",2004-10-01,0,"VDensity"
"1088",2004-11-01,0,"VDensity"
"1089",2004-12-01,0,"VDensity"
"1090",2005-01-01,0,"VDensity"
"1091",2005-02-01,0,"VDensity"
"1092",2005-03-01,2.04336010135066e-05,"VDensity"
"1093",2005-04-01,2.04340185540888e-05,"VDensity"
"1094",2005-05-01,3.98303228247665e-05,"VDensity"
"1095",2005-06-01,3.95890655001089e-05,"VDensity"
"1096",2005-07-01,3.9332913782253e-05,"VDensity"
"1097",2005-08-01,3.9228762528686e-05,"VDensity"
"1098",2005-09-01,3.90327680087433e-05,"VDensity"
"1099",2005-10-01,3.89612919564413e-05,"VDensity"
"1100",2005-11-01,7.54418060768375e-05,"VDensity"
"1101",2005-12-01,0.000114092300671243,"VDensity"
"1102",2006-01-01,0.000144859305399631,"VDensity"
"1103",2006-02-01,0.000139769729370862,"VDensity"
"1104",2006-03-01,0.000138150169233957,"VDensity"
"1105",2006-04-01,0.000135781934213653,"VDensity"
"1106",2006-05-01,0.00015257340476029,"VDensity"
"1107",2006-06-01,0.000153220414530867,"VDensity"
"1108",2006-07-01,0.000164606795517208,"VDensity"
"1109",2006-08-01,0.000163833708785583,"VDensity"
"1110",2006-09-01,0.000163311966684359,"VDensity"
"1111",2006-10-01,0.000162230123430086,"VDensity"
"1112",2006-11-01,0.000167702985113135,"VDensity"
"1113",2006-12-01,0.00022356654392425,"VDensity"
"1114",2007-01-01,0.000202672897864781,"VDensity"
"1115",2007-02-01,0.000226004829366354,"VDensity"
"1116",2007-03-01,0.000224650018917896,"VDensity"
"1117",2007-04-01,0.000238032896146247,"VDensity"
"1118",2007-05-01,0.000233884260702989,"VDensity"
"1119",2007-06-01,0.000233691660546171,"VDensity"
"1120",2007-07-01,0.000221661617707597,"VDensity"
"1121",2007-08-01,0.000221208641884276,"VDensity"
"1122",2007-09-01,0.000168750602680724,"VDensity"
"1123",2007-10-01,0.000166247090675913,"VDensity"
"1124",2007-11-01,0.000186049521529165,"VDensity"
"1125",2007-12-01,0.000198131226273786,"VDensity"
"1126",2008-01-01,0.000196303217802346,"VDensity"
"1127",2008-02-01,0.000195314025890827,"VDensity"
"1128",2008-03-01,0.000185333451946743,"VDensity"
"1129",2008-04-01,0.000199546217121065,"VDensity"
"1130",2008-05-01,0.000179275726066691,"VDensity"
"1131",2008-06-01,0.000179173625642305,"VDensity"
"1132",2008-07-01,0.000185234865034045,"VDensity"
"1133",2008-08-01,0.000196825396825397,"VDensity"
"1134",2008-09-01,0.000204507071986489,"VDensity"
"1135",2008-10-01,0.000209911646279793,"VDensity"
"1136",2008-11-01,0.00021572372136109,"VDensity"
"1137",2008-12-01,0.00021427446037498,"VDensity"
"1138",2009-01-01,0.000188326957120642,"VDensity"
"1139",2009-02-01,0.000187413321338881,"VDensity"
"1140",2009-03-01,0.000187054742906617,"VDensity"
"1141",2009-04-01,0.000203041345629802,"VDensity"
"1142",2009-05-01,0.000208236556728444,"VDensity"
"1143",2009-06-01,0.000208039943669184,"VDensity"
"1144",2009-07-01,0.000214123592137382,"VDensity"
"1145",2009-08-01,0.000213878581129493,"VDensity"
"1146",2009-09-01,0.000213071965056198,"VDensity"
"1147",2009-10-01,0.000153276672056896,"VDensity"
"1148",2009-11-01,0.000156850143077935,"VDensity"
"1149",2009-12-01,0.00015681534801533,"VDensity"
"1150",2010-01-01,0.000156806351804612,"VDensity"
"1151",2010-02-01,0.000266189139483109,"VDensity"
"1152",2010-03-01,0.000264932562620424,"VDensity"
"1153",2010-04-01,0.000264932562620424,"VDensity"
"1154",2010-05-01,0.000260493754070215,"VDensity"
"1155",2010-06-01,0.000212191358024691,"VDensity"
"1156",2010-07-01,0.00020763139764244,"VDensity"
"1157",2010-08-01,0.000188824993562784,"VDensity"
"1158",2010-09-01,0.000195996663886572,"VDensity"
"1159",2010-10-01,0.000201337214667416,"VDensity"
"1160",2010-11-01,0.000200590907381327,"VDensity"
"1161",2010-12-01,0.000203296726092927,"VDensity"
"1162",2011-01-01,0.000213363232076443,"VDensity"
"1163",2011-02-01,0.000213282926074465,"VDensity"
"1164",2011-03-01,0.00020802179126387,"VDensity"
"1165",2011-04-01,0.000208729624247293,"VDensity"
"1166",2011-05-01,0.000229469017353053,"VDensity"
"1167",2011-06-01,0.000238399687913136,"VDensity"
"1168",2011-07-01,0.000227792319671316,"VDensity"
"1169",2011-08-01,0.000253430360957243,"VDensity"
"1170",2011-09-01,0.000233807036130494,"VDensity"
"1171",2011-10-01,0.00033635535684716,"VDensity"
"1172",2011-11-01,0.000345030022761682,"VDensity"
"1173",2011-12-01,0.000367601347150819,"VDensity"
"1174",2012-01-01,0.000383561939851005,"VDensity"
"1175",2012-02-01,0.000383340352241191,"VDensity"
"1176",2012-03-01,0.000385535975325698,"VDensity"
"1177",2012-04-01,0.000399796268203053,"VDensity"
"1178",2012-05-01,0.000434912123920167,"VDensity"
"1179",2012-06-01,0.000246460922439085,"VDensity"
"1180",2012-07-01,0.000237930719789317,"VDensity"
"1181",2012-08-01,0.000230159756093716,"VDensity"
"1182",2012-09-01,0.000228715018037991,"VDensity"
"1183",2012-10-01,0.000222399482847069,"VDensity"
"1184",2012-11-01,0.000231045284875836,"VDensity"
"1185",2012-12-01,0.000226573212572754,"VDensity"
"1186",2013-01-01,0.000226172572610208,"VDensity"
"1187",2013-02-01,0.000233792416624159,"VDensity"
"1188",2013-03-01,0.000234141476185987,"VDensity"
"1189",2013-04-01,0.000222960921031296,"VDensity"
"1190",2013-05-01,0.000236870991969496,"VDensity"
"1191",2013-06-01,0.000235698558789544,"VDensity"
"1192",2013-07-01,0.000251214201976218,"VDensity"
"1193",2013-08-01,0.000284484348671521,"VDensity"
"1194",2013-09-01,0.000263801552414788,"VDensity"
"1195",2013-10-01,0.000223325363207146,"VDensity"
"1196",2013-11-01,0.000220500824481344,"VDensity"
"1197",2013-12-01,0.00022024480689079,"VDensity"
"1198",2014-01-01,0.000220310733922106,"VDensity"
"1199",2014-02-01,0.000218402810749217,"VDensity"
"1200",2014-03-01,0.000222349203009604,"VDensity"
"1201",2014-04-01,0.000222766229597727,"VDensity"
"1202",2014-05-01,0.000220465870460892,"VDensity"
"1203",2014-06-01,0.000184088061394358,"VDensity"
"1204",2014-07-01,0.000140239976234602,"VDensity"
"1205",2014-08-01,0.000125871627181775,"VDensity"
"1206",2014-09-01,0.000123068779567936,"VDensity"
"1207",2014-10-01,0.000121296542657255,"VDensity"
"1208",2014-11-01,0.000115982081391985,"VDensity"
"1209",2014-12-01,0.000109861031701405,"VDensity"
"1210",2015-01-01,0.000106844112142661,"VDensity"
"1211",2015-02-01,9.9629549481605e-05,"VDensity"
"1212",2015-03-01,9.92873728881416e-05,"VDensity"
"1213",2015-04-01,9.87280011719969e-05,"VDensity"
"1214",2015-05-01,9.71103915428335e-05,"VDensity"
"1215",2015-06-01,9.54010537200256e-05,"VDensity"
"1216",2015-07-01,9.49449472442995e-05,"VDensity"
"1217",2015-08-01,9.48176544355291e-05,"VDensity"
"1218",2015-09-01,9.36012005108814e-05,"VDensity"
"1219",2015-10-01,8.87063467006485e-05,"VDensity"
"1220",2015-11-01,8.68460863231421e-05,"VDensity"
"1221",2015-12-01,8.78224287151012e-05,"VDensity"
"1222",2001-06-01,NA,"VRE"
"1223",2001-07-01,NA,"VRE"
"1224",2001-08-01,NA,"VRE"
"1225",2001-09-01,NA,"VRE"
"1226",2001-10-01,NA,"VRE"
"1227",2001-11-01,NA,"VRE"
"1228",2001-12-01,NA,"VRE"
"1229",2002-01-01,NA,"VRE"
"1230",2002-02-01,NA,"VRE"
"1231",2002-03-01,NA,"VRE"
"1232",2002-04-01,NA,"VRE"
"1233",2002-05-01,NA,"VRE"
"1234",2002-06-01,NA,"VRE"
"1235",2002-07-01,NA,"VRE"
"1236",2002-08-01,NA,"VRE"
"1237",2002-09-01,NA,"VRE"
"1238",2002-10-01,NA,"VRE"
"1239",2002-11-01,NA,"VRE"
"1240",2002-12-01,NA,"VRE"
"1241",2003-01-01,NA,"VRE"
"1242",2003-02-01,NA,"VRE"
"1243",2003-03-01,NA,"VRE"
"1244",2003-04-01,NA,"VRE"
"1245",2003-05-01,NA,"VRE"
"1246",2003-06-01,NA,"VRE"
"1247",2003-07-01,NA,"VRE"
"1248",2003-08-01,NA,"VRE"
"1249",2003-09-01,NA,"VRE"
"1250",2003-10-01,NA,"VRE"
"1251",2003-11-01,NA,"VRE"
"1252",2003-12-01,NA,"VRE"
"1253",2004-01-01,NA,"VRE"
"1254",2004-02-01,NA,"VRE"
"1255",2004-03-01,NA,"VRE"
"1256",2004-04-01,NA,"VRE"
"1257",2004-05-01,NA,"VRE"
"1258",2004-06-01,NA,"VRE"
"1259",2004-07-01,NA,"VRE"
"1260",2004-08-01,NA,"VRE"
"1261",2004-09-01,NA,"VRE"
"1262",2004-10-01,NA,"VRE"
"1263",2004-11-01,NA,"VRE"
"1264",2004-12-01,NA,"VRE"
"1265",2005-01-01,NA,"VRE"
"1266",2005-02-01,NA,"VRE"
"1267",2005-03-01,0,"VRE"
"1268",2005-04-01,0,"VRE"
"1269",2005-05-01,0,"VRE"
"1270",2005-06-01,0,"VRE"
"1271",2005-07-01,0,"VRE"
"1272",2005-08-01,0,"VRE"
"1273",2005-09-01,0,"VRE"
"1274",2005-10-01,0,"VRE"
"1275",2005-11-01,0.25,"VRE"
"1276",2005-12-01,0.333333333333333,"VRE"
"1277",2006-01-01,0.375,"VRE"
"1278",2006-02-01,0.375,"VRE"
"1279",2006-03-01,0.375,"VRE"
"1280",2006-04-01,0.375,"VRE"
"1281",2006-05-01,0.333333333333333,"VRE"
"1282",2006-06-01,0.363636363636364,"VRE"
"1283",2006-07-01,0.333333333333333,"VRE"
"1284",2006-08-01,0.333333333333333,"VRE"
"1285",2006-09-01,0.333333333333333,"VRE"
"1286",2006-10-01,0.333333333333333,"VRE"
"1287",2006-11-01,0.307692307692308,"VRE"
"1288",2006-12-01,0.235294117647059,"VRE"
"1289",2007-01-01,0.235294117647059,"VRE"
"1290",2007-02-01,0.263157894736842,"VRE"
"1291",2007-03-01,0.263157894736842,"VRE"
"1292",2007-04-01,0.25,"VRE"
"1293",2007-05-01,0.238095238095238,"VRE"
"1294",2007-06-01,0.238095238095238,"VRE"
"1295",2007-07-01,0.238095238095238,"VRE"
"1296",2007-08-01,0.238095238095238,"VRE"
"1297",2007-09-01,0.238095238095238,"VRE"
"1298",2007-10-01,0.238095238095238,"VRE"
"1299",2007-11-01,0.217391304347826,"VRE"
"1300",2007-12-01,0.24,"VRE"
"1301",2008-01-01,0.24,"VRE"
"1302",2008-02-01,0.24,"VRE"
"1303",2008-03-01,0.24,"VRE"
"1304",2008-04-01,0.222222222222222,"VRE"
"1305",2008-05-01,0.214285714285714,"VRE"
"1306",2008-06-01,0.214285714285714,"VRE"
"1307",2008-07-01,0.206896551724138,"VRE"
"1308",2008-08-01,0.193548387096774,"VRE"
"1309",2008-09-01,0.193548387096774,"VRE"
"1310",2008-10-01,0.181818181818182,"VRE"
"1311",2008-11-01,0.176470588235294,"VRE"
"1312",2008-12-01,0.176470588235294,"VRE"
"1313",2009-01-01,0.171428571428571,"VRE"
"1314",2009-02-01,0.171428571428571,"VRE"
"1315",2009-03-01,0.171428571428571,"VRE"
"1316",2009-04-01,0.184210526315789,"VRE"
"1317",2009-05-01,0.179487179487179,"VRE"
"1318",2009-06-01,0.179487179487179,"VRE"
"1319",2009-07-01,0.175,"VRE"
"1320",2009-08-01,0.175,"VRE"
"1321",2009-09-01,0.175,"VRE"
"1322",2009-10-01,0.175,"VRE"
"1323",2009-11-01,0.170731707317073,"VRE"
"1324",2009-12-01,0.170731707317073,"VRE"
"1325",2010-01-01,0.170731707317073,"VRE"
"1326",2010-02-01,0.181818181818182,"VRE"
"1327",2010-03-01,0.181818181818182,"VRE"
"1328",2010-04-01,0.181818181818182,"VRE"
"1329",2010-05-01,0.181818181818182,"VRE"
"1330",2010-06-01,0.181818181818182,"VRE"
"1331",2010-07-01,0.181818181818182,"VRE"
"1332",2010-08-01,0.181818181818182,"VRE"
"1333",2010-09-01,0.191489361702128,"VRE"
"1334",2010-10-01,0.1875,"VRE"
"1335",2010-11-01,0.1875,"VRE"
"1336",2010-12-01,0.183673469387755,"VRE"
"1337",2011-01-01,0.196078431372549,"VRE"
"1338",2011-02-01,0.196078431372549,"VRE"
"1339",2011-03-01,0.207547169811321,"VRE"
"1340",2011-04-01,0.207547169811321,"VRE"
"1341",2011-05-01,0.207547169811321,"VRE"
"1342",2011-06-01,0.218181818181818,"VRE"
